message,aid_related
"What we really need is a generator . People want to be able to plug their phones in and the office would be helpful to others if we were connected . Right now we need to make fliers with information to pass out to people , but we wouldn't be able to make the copies at the office . People will also want to make phone calls and we can open our phone lines if we have electricity .",1
"Non-perishable food , baby blankets , baby wipes , canned formula",0
"no power , trees are down on every block and inside houses , and now their evacuating due to gas leaks . #ohmy #SANDY",1
I would like to provide 2 trays of lasagna . I can drop it off .,0
I have a lot of pet supplies/food/a crate . I also have 5 friends who would like to come help as well .,1
No power because of #sandy I actually played pictionary yesterday . This is a racoon a @Holiday Inn Express http : //t.co/WzL1dndY,1
Non-perishable foods and hygiene products,1
"As the Director of Human Resources for Max Brenner , Chocolate by the Bald Man , in Union Square , I would like to organize a group of employees to come to one of the affected areas and bring needed supplies and some Hot Chocolate & Warm Cookies to brighten up the people who are experiencing difficult times due to Sandy . Please let me know if you think this could be appropriate given the serious circumstances people are in .",1
"Sandy is so angry , power is down , wind over 90 mph",0
This #frankenstorm is not fitting my schedule - I already donated all the food in our pantry because we 're moving ! #cantbake #Sandy,1
"jackets , socks , hats , gloves , water , $ 15 Home Depot card , candles",1
"canned foods , blankets , hygiene stuff ( paper towels , toilet paper , toothbrushes , toothpaste ) .",1
Happy to deliver food and help in other ways . Work as an administrative assistant at a non-profit and can help coordinate efforts as well .,1
Happy to help with food/water collection or distribution . Available most of this weekend,1
"Frankin-Storm is coming .. I 'm prepping with Coffee , Vitamin Water & NWA Clash of the Champions .. . #ChopDaddy Approved .. #Sandy",1
"Clean and sorted winter clothing for men , women , and girls . Additional supplies include flashlights , batteries , and winter footwear .",1
I run a non profit - so I 'm a good organizer if you need any more of those . Available most weekends . Live near red hook Also my husband is an electrician and my son is a strong teenager if you need some grunt work !,0
"I am happy to bring by whatever supplies are most needed at this time ( toiletries , medicine , cleaning supplies , etc . ) Please let me know !",1
"I can give clothing , non perishables and hygeine products",1
Winds picking up .. . Sandy has turned toward Jersey .. She 's going to the Jersey shore .. She 's one pissed off woman .. .,1
"I can help by gathering items needed ( clothes , food , jackets , etc . ) and delivering to locatons that need it .",1
Not a hint of a breeze here .. Yet .. . Weirdly calm .. . For now .. Despite 375 thousand people being evacuated .. #sandy,1
"I have extra clothing , food , hoousehold items etc and am willing to come help and bring a handful of people with me to assist .",1
"We can donate non-perishable food , clothing ( coats ) , tools , baby supplies , toys , hygiene products . I 'm sure you are getting a lot of requests but we can drop off supplies that are needed ( we live in park slope so not far from red hook ) .",1
"i also have a twin stroller and a infant car seat if any one needs it blankets can food adult diapers size large kids toys , women 's clothing .",0
So done with zombies for tonight now a little PumpkinHead and Chinese food #HurricaneSandy,1
"Have single use baby bottles and nipples from hospital , as well as baby formula . Also have mens and womens clothing .",1
"#HURACAN `` SANDY '' POR TU PINCHE CULPA SEGIMOS SIN LUZ . we still without power , #hu @Mario 's Castro Apartment http : //t.co/jvcxhrfJ",1
"I can help take care of children , pets , and anyone who needs it , hand out food , etc .",0
"Cleaning supplies , batteries , pens , paper , plastic fork , knives , spoons , paper towels , clothing , face masks , g",1
"We are looking for donations of feminine hygiene , toothpaste , DEODORANT has been a consistent request , & baby wipes",1
So accustomed to the aftermath of Sandy and no traffic lights that we just patrolled down the streets uptown and almost got ran over .. .. .,0
"i 'm a hard worker and can bring some tools i was hoping to drop off cleaning supplies , and personal hygiene items this Saturday .",0
HURRICANE LIFE #needshower @SoHo http : //t.co/7wRh1AnL,0
"I have women 's clothes , baby clothes , and canned goods . Please tell me to drop it off , i live in manhattan so if there are any dropoff locations here that would be great since i do not have a car .",1
Ventured south to #LowerManhattan to check on @jess_shiller 's apt . There was one lone food vendor on Wall St. http : //t.co/a7ZgOWJw #sandy,0
I have a large group from my church ready to donate money clothes food and other necessary things this weekend,0
This lady 's really cooking up mad food in case cause of this hurricane,1
"Creating a donation drive to collect whatever you need the most . Clothing , non-perishable , baby supplies , hygiene products , toys .",1
Don't say that !  @rayray_west : a hurricane in October .. .. yup the worlds endin,0
"cereal , crackers , nacho chips available",0
"Wand to donate jackets , hot meals , non-perishable foods , towels , bed sheets",1
"Wand to donate jackets , hot meals , non-perishable foods , towels , bed sheets",1
Uhhhhh .. .about to take knucks out to pee .. uhhhh .. #scarysandy,0
I can help deliver food to seniors who are trapped in their homes . I speak Mandarin and Cantonese .,1
I can help deliver food to seniors who are trapped in their homes . I speak Mandarin and Cantonese .,1
"I have two blankets , two sets of sheets , two slightly worn pairs of mens sneakers , D batteries , and a few clothing items . All fabric items are used .",0
"baby girl clothes size 0-9 months , baby wash , burp cloths , formula , diapers , body wash , soap , shampoo , canned goods .",0
I 'm thankful .. .. I wasn't badly affected by #HurricanSandy,0
Little girl bicycle ( pink ) age 2-4 . Little boy bicycle ( cars theme ) age 2-4 .,0
"I want to give non-perishable food , baby supplies and hygiene products",1
"In need of non-perishable food , diapers , tarp and other supplies",1
"Donation of clothes , food , etc .",1
"sooo I 'm sitting in my living room .. doing nothing .. it 's sad , it 's so quiet I just heard @briellekievitt swallow .. . #HurricaneSandy",0
I could prepare hot or cold meals and transport them anywhere is Brooklyn .,0
Survived the storm ! Lost power though : ' ( brought my laptop to work to charge ! Need to watch modern family !,0
"we want too bring new clothes , toys , and canned food , or even have it shipped in the next few weeks !",1
I can foster a small dog or kitten . I can donate dog food . I can bathe/groom small/medium sized dog in my apartment .,1
"@jem8891 Power is out , street is under water , and we have no food left .. I wonder why ? ? #sandy #Hoboken",0
"I can bring a bunch of canned foods and blankets and some kind of toiletries for people ( paper towels , toilet paper , toothpaste , toothbrushed etc )",1
They are instructing us to go indoors and stay away from the windows .. . #Sandy #SandyNYC,1
I have 3 gallons of drinking water to donate,1
Items purchased : #candles #alcohol #water #food Items forgotten : #marshmallow #graham #cracker @millerlite #itsmillertime #HurricaneSandy,1
"If Astoria 's box was overwhelmed , would you guys be interested in connecting with Brooklyn folks to send food over to the LES area ?",1
Ok now the power is out so I am going to conserve power and be offline for a bit #SandySucks,0
"We have a group of Orange County California families that want to provide help and support to those in need . We would like to hold a donation drive for clothing , food , school or other supplies needed . We are looking into shipping items but need to know where they should be sent . Please let us know how we can help from 3000 miles away .",1
Are chinese food places open in this storm ? ? ?,0
I have a great deal of clothing ( summer and winter ) as well as a small amount of toiletries and a small amount of non-perishable food .,1
I can help with distribution of food and water and also with debris cleanup .,1
"It was great that the first thing @FreshDirect did post-Sandy was to deliver free food to stranded NYers - oh wait , that never happened ..",1
"spoke to her , greatest needs are food and clothing . lost everything . entered into database .",1
"I 'm happy to cook hot meals for any families in need , as well as donate non-perishable foods , bedding , clothing and hygiene products",1
Hoping to my neighbors while we wait for plumbing and water to come back !,1
"Coats , scarves , beanies , gloves , candles , some cleaning supplies , blanket , rice , canned soups",1
"delivering supplies , help serving food",1
So today : war horse and wicked .. how amazing is that = ) .. .. oh and around 160 blocks -_- ( thank you Sandy ),0
"I have baby blankets , diapers , formula , warm baby clothes , adult shoes , fullsize blankets , some water bottles . located on 45th & broadway in astoria",1
3 trays of hot food for lunch tomorrow Friday .,0
"I am collecting donations from the area and I can drop off the items this week including : non-perishables , baby supplies , Hygiene products , cleaning supplies . As of now I am planning on dropping off the items ( sorted ) to the shelters listed on the site . Let me know if there is a better location to drop these items off .",1
Wtc lights are out . #blackout #sandy,0
"I can bring clothing , food , money if it 's helpful .",1
Earlier commute post the mess Sandy left .. Picking this week up with the thought of breakfast .. . @lgron @tara_goode,0
"Paper towels , candles ( lightly used ) , board game ( Trivia Pursuit 1980s ) , a few power strips",0
"Diapers , Toiletries , Children 's socks , Heavy Duty Trashbags , children 's Tylenol , paper towels , bleach",1
"Clothes , shoes , baby clothes , soap , baby swing and walker",1
"Tell me what you need and we will bring it . We have a 4x4 - clothing -hygiene -tools , supplies -baby -toys -blankets , pillows , sheets , home goods , first aid etc",1
"I would like to send warm clothes , blankets , pet food , hygiene products , toys , etc . Whatever I can find that can be of use to someone in need . I just need an address to ship the items to .. Thank you .",1
